Date,Equipment_ID,Equipment_Type,Department,Available_Hours,Actual_Operating_Hours,Utilization_Rate,Number_of_Procedures,Cost_per_procedure,Daily_Operating_Cost,Procedure_Revenue,Day_of_Week,Month,Is_Weekend,Net-Profit (daily),,,,
11/9/2023,MAMMO_1888,Mammography Unit,Women's Health,12,5.9,0.49,24,5000,1000,"KES 120,000",Thursday,November,FALSE,"KES 119,000",,,,
3/24/2023,US_1889,Ultrasound,Radiology,10,9.8,0.98,24,3000,1000,"KES 72,000",Friday,March,FALSE,"KES 71,000",,,,
2/23/2023,US_1890,Ultrasound,Radiology,12,6.3,0.53,39,3000,1000,"KES 117,000",Thursday,February,FALSE,"KES 116,000",,,,
11/20/2023,XRAY_1891,X-Ray Machine,Radiology,9,8.5,0.94,29,2000,1500,"KES 58,000",Monday,November,FALSE,"KES 56,500",,,,
9/11/2023,MRI_1892,MRI Scanner,Radiology,11,0.7,0.06,4,30000,5000,"KES 120,000",Monday,September,FALSE,"KES 115,000",,,,
12/14/2023,XRAY_1893,X-Ray Machine,Radiology,14,8.5,0.61,30,2000,1500,"KES 60,000",Thursday,December,FALSE,"KES 58,500",,,,
11/2/2023,XRAY_1894,X-Ray Machine,Radiology,19,7.4,0.39,15,2000,1500,"KES 30,000",Thursday,November,FALSE,"KES 28,500",,,,
1/2/2023,US_1895,Ultrasound,Radiology,12,9,0.75,33,3000,1000,"KES 99,000",Monday,January,FALSE,"KES 98,000",,,,
10/27/2023,CT_1896,CT Scanner,Radiology,11,7.1,0.65,18,10000,3000,"KES 180,000",Friday,October,FALSE,"KES 177,000",,,,
3/25/2023,CT_1897,CT Scanner,Radiology,11,6,0.55,21,10000,3000,"KES 210,000",Saturday,March,TRUE,"KES 207,000",,,,
1/17/2023,MAMMO_1898,Mammography Unit,Women's Health,9,4.3,0.48,8,5000,1000,"KES 40,000",Tuesday,January,FALSE,"KES 39,000",,,,
7/19/2023,US_1899,Ultrasound,Radiology,10,8.5,0.85,40,3000,1000,"KES 120,000",Wednesday,July,FALSE,"KES 119,000",,,,
4/16/2023,MRI_1900,MRI Scanner,Radiology,16,2.2,0.14,5,30000,5000,"KES 150,000",Sunday,April,TRUE,"KES 145,000",,,,
6/13/2023,US_1901,Ultrasound,Radiology,12,8.1,0.67,32,3000,1000,"KES 96,000",Tuesday,June,FALSE,"KES 95,000",,,,
4/30/2023,MRI_1902,MRI Scanner,Radiology,10,0.8,0.08,2,30000,5000,"KES 60,000",Sunday,April,TRUE,"KES 55,000",,,,
3/9/2023,US_1903,Ultrasound,Radiology,10,9.7,0.97,38,3000,1000,"KES 114,000",Thursday,March,FALSE,"KES 113,000",,,,
12/22/2023,US_1904,Ultrasound,Radiology,10,6.5,0.65,39,3000,1000,"KES 117,000",Friday,December,FALSE,"KES 116,000",,,,
9/25/2023,XRAY_1905,X-Ray Machine,Radiology,9,4.1,0.46,22,2000,1500,"KES 44,000",Monday,September,FALSE,"KES 42,500",,,,
3/29/2023,MAMMO_1906,Mammography Unit,Women's Health,10,5.6,0.56,6,5000,1000,"KES 30,000",Wednesday,March,FALSE,"KES 29,000",,,,
12/24/2023,MRI_1907,MRI Scanner,Radiology,12,1.1,0.09,3,30000,5000,"KES 90,000",Sunday,December,TRUE,"KES 85,000",,,,
10/21/2023,US_1908,Ultrasound,Radiology,9,7.5,0.83,24,3000,1000,"KES 72,000",Saturday,October,TRUE,"KES 71,000",,,,
12/14/2023,MRI_1909,MRI Scanner,Radiology,14,2.3,0.16,5,30000,5000,"KES 150,000",Thursday,December,FALSE,"KES 145,000",,,,
11/24/2023,US_1910,Ultrasound,Radiology,9,8.3,0.92,39,3000,1000,"KES 117,000",Friday,November,FALSE,"KES 116,000",,,,
11/20/2023,MAMMO_1911,Mammography Unit,Women's Health,16,14.9,0.93,13,5000,1000,"KES 65,000",Monday,November,FALSE,"KES 64,000",,,,
5/21/2023,MAMMO_1912,Mammography Unit,Women's Health,12,7.2,0.6,27,5000,1000,"KES 135,000",Sunday,May,TRUE,"KES 134,000",,,,
5/27/2023,XRAY_1913,X-Ray Machine,Radiology,8,3.9,0.49,13,2000,1500,"KES 26,000",Saturday,May,TRUE,"KES 24,500",,,,
5/11/2023,US_1914,Ultrasound,Radiology,9,7,0.78,20,3000,1000,"KES 60,000",Thursday,May,FALSE,"KES 59,000",,,,
3/27/2023,XRAY_1915,X-Ray Machine,Radiology,11,7,0.64,22,2000,1500,"KES 44,000",Monday,March,FALSE,"KES 42,500",,,,
5/2/2023,US_1916,Ultrasound,Radiology,9,8.3,0.92,16,3000,1000,"KES 48,000",Tuesday,May,FALSE,"KES 47,000",,,,
9/20/2023,US_1917,Ultrasound,Radiology,10,9.6,0.96,39,3000,1000,"KES 117,000",Wednesday,September,FALSE,"KES 116,000",,,,
11/13/2023,CT_1918,CT Scanner,Radiology,11,9.8,0.89,26,10000,3000,"KES 260,000",Monday,November,FALSE,"KES 257,000",,,,
6/5/2023,MAMMO_1919,Mammography Unit,Women's Health,10,4.9,0.49,22,5000,1000,"KES 110,000",Monday,June,FALSE,"KES 109,000",,,,
5/21/2023,XRAY_1920,X-Ray Machine,Radiology,11,4.3,0.39,24,2000,1500,"KES 48,000",Sunday,May,TRUE,"KES 46,500",,,,
1/9/2023,MRI_1921,MRI Scanner,Radiology,10,1.1,0.11,5,30000,5000,"KES 150,000",Monday,January,FALSE,"KES 145,000",,,,
6/13/2023,MRI_1922,MRI Scanner,Radiology,15,2.1,0.14,2,30000,5000,"KES 60,000",Tuesday,June,FALSE,"KES 55,000",,,,
11/7/2023,MRI_1923,MRI Scanner,Radiology,12,3.2,0.27,5,30000,5000,"KES 150,000",Tuesday,November,FALSE,"KES 145,000",,,,
4/3/2023,MRI_1924,MRI Scanner,Radiology,8,2.1,0.26,2,30000,5000,"KES 60,000",Monday,April,FALSE,"KES 55,000",,,,
1/10/2023,MRI_1925,MRI Scanner,Radiology,11,2.8,0.25,5,30000,5000,"KES 150,000",Tuesday,January,FALSE,"KES 145,000",,,,
1/29/2023,MAMMO_1926,Mammography Unit,Women's Health,20,17.6,0.88,7,5000,1000,"KES 35,000",Sunday,January,TRUE,"KES 34,000",,,,
7/7/2023,CT_1927,CT Scanner,Radiology,10,5.8,0.58,17,10000,3000,"KES 170,000",Friday,July,FALSE,"KES 167,000",,,,
8/15/2023,MRI_1928,MRI Scanner,Radiology,9,2.3,0.26,4,30000,5000,"KES 120,000",Tuesday,August,FALSE,"KES 115,000",,,,
5/19/2023,MAMMO_1929,Mammography Unit,Women's Health,18,7.5,0.42,16,5000,1000,"KES 80,000",Friday,May,FALSE,"KES 79,000",,,,
5/9/2023,US_1930,Ultrasound,Radiology,8,6.4,0.8,34,3000,1000,"KES 102,000",Tuesday,May,FALSE,"KES 101,000",,,,
12/15/2023,US_1931,Ultrasound,Radiology,8,7.2,0.9,37,3000,1000,"KES 111,000",Friday,December,FALSE,"KES 110,000",,,,
1/16/2023,XRAY_1932,X-Ray Machine,Radiology,14,11.9,0.85,9,2000,1500,"KES 18,000",Monday,January,FALSE,"KES 16,500",,,,
1/30/2023,MRI_1933,MRI Scanner,Radiology,9,0.6,0.07,3,30000,5000,"KES 90,000",Monday,January,FALSE,"KES 85,000",,,,
10/17/2023,CT_1934,CT Scanner,Radiology,9,4.5,0.5,20,10000,3000,"KES 200,000",Tuesday,October,FALSE,"KES 197,000",,,,
8/3/2023,MRI_1935,MRI Scanner,Radiology,8,2.4,0.3,5,30000,5000,"KES 150,000",Thursday,August,FALSE,"KES 145,000",,,,
7/1/2023,US_1936,Ultrasound,Radiology,11,7.2,0.65,24,3000,1000,"KES 72,000",Saturday,July,TRUE,"KES 71,000",,,,
1/23/2023,XRAY_1937,X-Ray Machine,Radiology,18,8.4,0.47,25,2000,1500,"KES 50,000",Monday,January,FALSE,"KES 48,500",,,,
9/5/2023,MRI_1938,MRI Scanner,Radiology,16,2.9,0.18,1,30000,5000,"KES 30,000",Tuesday,September,FALSE,"KES 25,000",,,,
11/11/2023,XRAY_1939,X-Ray Machine,Radiology,15,11.3,0.75,22,2000,1500,"KES 44,000",Saturday,November,TRUE,"KES 42,500",,,,
7/4/2023,US_1940,Ultrasound,Radiology,8,6.7,0.84,31,3000,1000,"KES 93,000",Tuesday,July,FALSE,"KES 92,000",,,,
4/12/2023,MAMMO_1941,Mammography Unit,Women's Health,8,7.6,0.95,13,5000,1000,"KES 65,000",Wednesday,April,FALSE,"KES 64,000",,,,
1/4/2023,CT_1942,CT Scanner,Radiology,10,8,0.8,8,10000,3000,"KES 80,000",Wednesday,January,FALSE,"KES 77,000",,,,
10/3/2023,XRAY_1943,X-Ray Machine,Radiology,11,3.4,0.31,24,2000,1500,"KES 48,000",Tuesday,October,FALSE,"KES 46,500",,,,
2/21/2023,US_1944,Ultrasound,Radiology,8,7.1,0.89,16,3000,1000,"KES 48,000",Tuesday,February,FALSE,"KES 47,000",,,,
4/11/2023,XRAY_1945,X-Ray Machine,Radiology,15,11.5,0.77,28,2000,1500,"KES 56,000",Tuesday,April,FALSE,"KES 54,500",,,,
12/14/2023,XRAY_1946,X-Ray Machine,Radiology,18,15.3,0.85,27,2000,1500,"KES 54,000",Thursday,December,FALSE,"KES 52,500",,,,
5/24/2023,US_1947,Ultrasound,Radiology,12,7.7,0.64,20,3000,1000,"KES 60,000",Wednesday,May,FALSE,"KES 59,000",,,,
12/20/2023,XRAY_1948,X-Ray Machine,Radiology,19,7.7,0.41,10,2000,1500,"KES 20,000",Wednesday,December,FALSE,"KES 18,500",,,,
8/24/2023,MAMMO_1949,Mammography Unit,Women's Health,12,7.4,0.62,26,5000,1000,"KES 130,000",Thursday,August,FALSE,"KES 129,000",,,,
7/12/2023,MRI_1950,MRI Scanner,Radiology,10,0.8,0.08,3,30000,5000,"KES 90,000",Wednesday,July,FALSE,"KES 85,000",,,,
3/31/2023,US_1951,Ultrasound,Radiology,10,8.7,0.87,20,3000,1000,"KES 60,000",Friday,March,FALSE,"KES 59,000",,,,
11/11/2023,CT_1952,CT Scanner,Radiology,11,3.9,0.35,14,10000,3000,"KES 140,000",Saturday,November,TRUE,"KES 137,000",,,,
2/13/2023,US_1953,Ultrasound,Radiology,8,7.8,0.97,21,3000,1000,"KES 63,000",Monday,February,FALSE,"KES 62,000",,,,
4/20/2023,MAMMO_1954,Mammography Unit,Women's Health,18,13.9,0.77,18,5000,1000,"KES 90,000",Thursday,April,FALSE,"KES 89,000",,,,
8/27/2023,CT_1955,CT Scanner,Radiology,11,6.9,0.63,8,10000,3000,"KES 80,000",Sunday,August,TRUE,"KES 77,000",,,,
3/23/2023,US_1956,Ultrasound,Radiology,9,8.4,0.93,25,3000,1000,"KES 75,000",Thursday,March,FALSE,"KES 74,000",,,,
10/28/2023,MAMMO_1957,Mammography Unit,Women's Health,15,6.5,0.43,27,5000,1000,"KES 135,000",Saturday,October,TRUE,"KES 134,000",,,,
8/2/2023,MAMMO_1958,Mammography Unit,Women's Health,8,7.6,0.95,17,5000,1000,"KES 85,000",Wednesday,August,FALSE,"KES 84,000",,,,
7/11/2023,MAMMO_1959,Mammography Unit,Women's Health,8,7,0.88,10,5000,1000,"KES 50,000",Tuesday,July,FALSE,"KES 49,000",,,,
6/8/2023,XRAY_1960,X-Ray Machine,Radiology,11,7.8,0.71,6,2000,1500,"KES 12,000",Thursday,June,FALSE,"KES 10,500",,,,
5/8/2023,CT_1961,CT Scanner,Radiology,16,16,1,18,10000,3000,"KES 180,000",Monday,May,FALSE,"KES 177,000",,,,
6/20/2023,MRI_1962,MRI Scanner,Radiology,8,1,0.12,3,30000,5000,"KES 90,000",Tuesday,June,FALSE,"KES 85,000",,,,
5/30/2023,MAMMO_1963,Mammography Unit,Women's Health,8,3.2,0.4,14,5000,1000,"KES 70,000",Tuesday,May,FALSE,"KES 69,000",,,,
9/10/2023,US_1964,Ultrasound,Radiology,11,10.3,0.94,28,3000,1000,"KES 84,000",Sunday,September,TRUE,"KES 83,000",,,,
3/24/2023,US_1965,Ultrasound,Radiology,9,6.3,0.7,15,3000,1000,"KES 45,000",Friday,March,FALSE,"KES 44,000",,,,
1/31/2023,XRAY_1966,X-Ray Machine,Radiology,9,4.7,0.52,7,2000,1500,"KES 14,000",Tuesday,January,FALSE,"KES 12,500",,,,
3/9/2023,MRI_1967,MRI Scanner,Radiology,11,1,0.09,3,30000,5000,"KES 90,000",Thursday,March,FALSE,"KES 85,000",,,,
7/4/2023,CT_1968,CT Scanner,Radiology,11,8.5,0.77,20,10000,3000,"KES 200,000",Tuesday,July,FALSE,"KES 197,000",,,,
4/4/2023,MAMMO_1969,Mammography Unit,Women's Health,18,15.1,0.84,14,5000,1000,"KES 70,000",Tuesday,April,FALSE,"KES 69,000",,,,
10/30/2023,MRI_1970,MRI Scanner,Radiology,9,2.5,0.28,4,30000,5000,"KES 120,000",Monday,October,FALSE,"KES 115,000",,,,
8/13/2023,MRI_1971,MRI Scanner,Radiology,14,1,0.07,2,30000,5000,"KES 60,000",Sunday,August,TRUE,"KES 55,000",,,,
1/22/2023,CT_1972,CT Scanner,Radiology,18,12.9,0.72,23,10000,3000,"KES 230,000",Sunday,January,TRUE,"KES 227,000",,,,
6/1/2023,US_1973,Ultrasound,Radiology,10,6.9,0.69,32,3000,1000,"KES 96,000",Thursday,June,FALSE,"KES 95,000",,,,
5/26/2023,US_1974,Ultrasound,Radiology,8,7.7,0.96,17,3000,1000,"KES 51,000",Friday,May,FALSE,"KES 50,000",,,,
9/2/2023,US_1975,Ultrasound,Radiology,9,8.5,0.94,25,3000,1000,"KES 75,000",Saturday,September,TRUE,"KES 74,000",,,,
7/8/2023,CT_1976,CT Scanner,Radiology,14,11.2,0.8,6,10000,3000,"KES 60,000",Saturday,July,TRUE,"KES 57,000",,,,
3/30/2023,MRI_1977,MRI Scanner,Radiology,8,1.3,0.16,2,30000,5000,"KES 60,000",Thursday,March,FALSE,"KES 55,000",,,,
8/17/2023,CT_1978,CT Scanner,Radiology,8,5.3,0.66,20,10000,3000,"KES 200,000",Thursday,August,FALSE,"KES 197,000",,,,
11/15/2023,MAMMO_1979,Mammography Unit,Women's Health,10,4.7,0.47,6,5000,1000,"KES 30,000",Wednesday,November,FALSE,"KES 29,000",,,,
6/16/2023,MRI_1980,MRI Scanner,Radiology,10,3.8,0.38,2,30000,5000,"KES 60,000",Friday,June,FALSE,"KES 55,000",,,,
12/27/2023,US_1981,Ultrasound,Radiology,11,7.8,0.71,32,3000,1000,"KES 96,000",Wednesday,December,FALSE,"KES 95,000",,,,
6/20/2023,US_1982,Ultrasound,Radiology,12,8.9,0.74,37,3000,1000,"KES 111,000",Tuesday,June,FALSE,"KES 110,000",,,,
7/30/2023,US_1983,Ultrasound,Radiology,12,7.3,0.61,21,3000,1000,"KES 63,000",Sunday,July,TRUE,"KES 62,000",,,,
3/15/2023,XRAY_1984,X-Ray Machine,Radiology,15,11.8,0.79,16,2000,1500,"KES 32,000",Wednesday,March,FALSE,"KES 30,500",,,,
12/22/2023,MRI_1985,MRI Scanner,Radiology,10,1,0.1,5,30000,5000,"KES 150,000",Friday,December,FALSE,"KES 145,000",,,,
4/30/2023,US_1986,Ultrasound,Radiology,9,7.5,0.83,37,3000,1000,"KES 111,000",Sunday,April,TRUE,"KES 110,000",,,,
2/18/2023,CT_1987,CT Scanner,Radiology,18,9.3,0.52,19,10000,3000,"KES 190,000",Saturday,February,TRUE,"KES 187,000",,,,
8/24/2023,US_1988,Ultrasound,Radiology,12,11.7,0.97,30,3000,1000,"KES 90,000",Thursday,August,FALSE,"KES 89,000",,,,
11/9/2023,MAMMO_1989,Mammography Unit,Women's Health,12,5.3,0.44,25,5000,1000,"KES 125,000",Thursday,November,FALSE,"KES 124,000",,,,
11/7/2023,MAMMO_1990,Mammography Unit,Women's Health,12,8.3,0.69,29,5000,1000,"KES 145,000",Tuesday,November,FALSE,"KES 144,000",,,,
9/29/2023,MRI_1991,MRI Scanner,Radiology,10,2.1,0.21,3,30000,5000,"KES 90,000",Friday,September,FALSE,"KES 85,000",,,,
6/27/2023,US_1992,Ultrasound,Radiology,10,8.4,0.84,37,3000,1000,"KES 111,000",Tuesday,June,FALSE,"KES 110,000",,,,
5/2/2023,US_1993,Ultrasound,Radiology,8,6.2,0.78,38,3000,1000,"KES 114,000",Tuesday,May,FALSE,"KES 113,000",,,,
8/30/2023,XRAY_1994,X-Ray Machine,Radiology,8,7.1,0.89,12,2000,1500,"KES 24,000",Wednesday,August,FALSE,"KES 22,500",,,,
2/12/2023,XRAY_1995,X-Ray Machine,Radiology,18,9.1,0.51,26,2000,1500,"KES 52,000",Sunday,February,TRUE,"KES 50,500",,,,
8/31/2023,US_1996,Ultrasound,Radiology,10,6.8,0.68,34,3000,1000,"KES 102,000",Thursday,August,FALSE,"KES 101,000",,,,
5/25/2023,CT_1997,CT Scanner,Radiology,16,14.6,0.91,23,10000,3000,"KES 230,000",Thursday,May,FALSE,"KES 227,000",,,,
5/18/2023,MRI_1998,MRI Scanner,Radiology,13,3.9,0.3,3,30000,5000,"KES 90,000",Thursday,May,FALSE,"KES 85,000",,,,
9/28/2023,US_1999,Ultrasound,Radiology,9,8.9,0.99,38,3000,1000,"KES 114,000",Thursday,September,FALSE,"KES 113,000",,,,
1/18/2023,US_2000,Ultrasound,Radiology,8,6.6,0.82,21,3000,1000,"KES 63,000",Wednesday,January,FALSE,"KES 62,000",,,,
6/24/2023,US_2001,Ultrasound,Radiology,9,7,0.78,34,3000,1000,"KES 102,000",Saturday,June,TRUE,"KES 101,000",,,,
4/6/2023,MRI_2002,MRI Scanner,Radiology,9,2.3,0.26,5,30000,5000,"KES 150,000",Thursday,April,FALSE,"KES 145,000",,,,
10/6/2023,MAMMO_2003,Mammography Unit,Women's Health,15,7.1,0.47,24,5000,1000,"KES 120,000",Friday,October,FALSE,"KES 119,000",,,,
1/22/2023,CT_2004,CT Scanner,Radiology,15,10.3,0.69,28,10000,3000,"KES 280,000",Sunday,January,TRUE,"KES 277,000",,,,
7/14/2023,US_2005,Ultrasound,Radiology,10,8.2,0.82,25,3000,1000,"KES 75,000",Friday,July,FALSE,"KES 74,000",,,,
2/6/2023,MAMMO_2006,Mammography Unit,Women's Health,17,3.2,0.19,9,5000,1000,"KES 45,000",Monday,February,FALSE,"KES 44,000",,,,
9/21/2023,US_2007,Ultrasound,Radiology,8,7.2,0.9,22,3000,1000,"KES 66,000",Thursday,September,FALSE,"KES 65,000",,,,
9/23/2023,MAMMO_2008,Mammography Unit,Women's Health,20,18.1,0.91,21,5000,1000,"KES 105,000",Saturday,September,TRUE,"KES 104,000",,,,
12/10/2023,XRAY_2009,X-Ray Machine,Radiology,8,4.1,0.51,8,2000,1500,"KES 16,000",Sunday,December,TRUE,"KES 14,500",,,,
11/24/2023,MAMMO_2010,Mammography Unit,Women's Health,18,11.5,0.64,19,5000,1000,"KES 95,000",Friday,November,FALSE,"KES 94,000",,,,
4/23/2023,MAMMO_2011,Mammography Unit,Women's Health,12,7.1,0.59,20,5000,1000,"KES 100,000",Sunday,April,TRUE,"KES 99,000",,,,
3/2/2023,MAMMO_2012,Mammography Unit,Women's Health,11,7.3,0.66,19,5000,1000,"KES 95,000",Thursday,March,FALSE,"KES 94,000",,,,
12/6/2023,MRI_2013,MRI Scanner,Radiology,13,2,0.15,5,30000,5000,"KES 150,000",Wednesday,December,FALSE,"KES 145,000",,,,
7/5/2023,CT_2014,CT Scanner,Radiology,8,3.2,0.4,20,10000,3000,"KES 200,000",Wednesday,July,FALSE,"KES 197,000",,,,
10/18/2023,CT_2015,CT Scanner,Radiology,13,8,0.62,12,10000,3000,"KES 120,000",Wednesday,October,FALSE,"KES 117,000",,,,
3/18/2023,MRI_2016,MRI Scanner,Radiology,9,3.4,0.38,1,30000,5000,"KES 30,000",Saturday,March,TRUE,"KES 25,000",,,,
6/4/2023,MAMMO_2017,Mammography Unit,Women's Health,8,6.8,0.85,20,5000,1000,"KES 100,000",Sunday,June,TRUE,"KES 99,000",,,,
2/27/2023,XRAY_2018,X-Ray Machine,Radiology,15,12.7,0.85,29,2000,1500,"KES 58,000",Monday,February,FALSE,"KES 56,500",,,,
4/30/2023,MRI_2019,MRI Scanner,Radiology,13,2.2,0.17,2,30000,5000,"KES 60,000",Sunday,April,TRUE,"KES 55,000",,,,
7/5/2023,CT_2020,CT Scanner,Radiology,8,5.8,0.72,15,10000,3000,"KES 150,000",Wednesday,July,FALSE,"KES 147,000",,,,
9/23/2023,XRAY_2021,X-Ray Machine,Radiology,11,7.3,0.66,12,2000,1500,"KES 24,000",Saturday,September,TRUE,"KES 22,500",,,,
6/21/2023,US_2022,Ultrasound,Radiology,12,9.7,0.81,19,3000,1000,"KES 57,000",Wednesday,June,FALSE,"KES 56,000",,,,
2/1/2023,MAMMO_2023,Mammography Unit,Women's Health,12,9.8,0.82,13,5000,1000,"KES 65,000",Wednesday,February,FALSE,"KES 64,000",,,,
10/10/2023,CT_2024,CT Scanner,Radiology,19,11.6,0.61,6,10000,3000,"KES 60,000",Tuesday,October,FALSE,"KES 57,000",,,,
3/30/2023,MAMMO_2025,Mammography Unit,Women's Health,10,4.1,0.41,16,5000,1000,"KES 80,000",Thursday,March,FALSE,"KES 79,000",,,,
3/29/2023,MAMMO_2026,Mammography Unit,Women's Health,8,3.1,0.39,26,5000,1000,"KES 130,000",Wednesday,March,FALSE,"KES 129,000",,,,
8/18/2023,XRAY_2027,X-Ray Machine,Radiology,18,9.1,0.51,21,2000,1500,"KES 42,000",Friday,August,FALSE,"KES 40,500",,,,
6/11/2023,MRI_2028,MRI Scanner,Radiology,10,3.9,0.39,5,30000,5000,"KES 150,000",Sunday,June,TRUE,"KES 145,000",,,,
1/30/2023,US_2029,Ultrasound,Radiology,8,6.6,0.82,39,3000,1000,"KES 117,000",Monday,January,FALSE,"KES 116,000",,,,
8/7/2023,US_2030,Ultrasound,Radiology,11,7.6,0.69,18,3000,1000,"KES 54,000",Monday,August,FALSE,"KES 53,000",,,,
6/14/2023,US_2031,Ultrasound,Radiology,9,6.3,0.7,34,3000,1000,"KES 102,000",Wednesday,June,FALSE,"KES 101,000",,,,
3/15/2023,MAMMO_2032,Mammography Unit,Women's Health,12,8.4,0.7,29,5000,1000,"KES 145,000",Wednesday,March,FALSE,"KES 144,000",,,,
10/29/2023,MRI_2033,MRI Scanner,Radiology,13,1,0.08,2,30000,5000,"KES 60,000",Sunday,October,TRUE,"KES 55,000",,,,
9/15/2023,MAMMO_2034,Mammography Unit,Women's Health,11,9.2,0.84,17,5000,1000,"KES 85,000",Friday,September,FALSE,"KES 84,000",,,,
9/22/2023,MAMMO_2035,Mammography Unit,Women's Health,9,8.3,0.92,18,5000,1000,"KES 90,000",Friday,September,FALSE,"KES 89,000",,,,
2/8/2023,MAMMO_2036,Mammography Unit,Women's Health,19,10.8,0.57,28,5000,1000,"KES 140,000",Wednesday,February,FALSE,"KES 139,000",,,,
1/17/2023,MAMMO_2037,Mammography Unit,Women's Health,9,7.5,0.83,18,5000,1000,"KES 90,000",Tuesday,January,FALSE,"KES 89,000",,,,
12/6/2023,MRI_2038,MRI Scanner,Radiology,11,3.4,0.31,4,30000,5000,"KES 120,000",Wednesday,December,FALSE,"KES 115,000",,,,
7/5/2023,XRAY_2039,X-Ray Machine,Radiology,11,6,0.55,18,2000,1500,"KES 36,000",Wednesday,July,FALSE,"KES 34,500",,,,
7/8/2023,US_2040,Ultrasound,Radiology,12,7,0.58,15,3000,1000,"KES 45,000",Saturday,July,TRUE,"KES 44,000",,,,
7/28/2023,XRAY_2041,X-Ray Machine,Radiology,13,9.2,0.71,11,2000,1500,"KES 22,000",Friday,July,FALSE,"KES 20,500",,,,
7/5/2023,MRI_2042,MRI Scanner,Radiology,12,3.7,0.31,4,30000,5000,"KES 120,000",Wednesday,July,FALSE,"KES 115,000",,,,
11/16/2023,MRI_2043,MRI Scanner,Radiology,12,1.4,0.12,2,30000,5000,"KES 60,000",Thursday,November,FALSE,"KES 55,000",,,,
12/30/2023,US_2044,Ultrasound,Radiology,9,9,1,18,3000,1000,"KES 54,000",Saturday,December,TRUE,"KES 53,000",,,,
3/12/2023,US_2045,Ultrasound,Radiology,9,8.3,0.92,15,3000,1000,"KES 45,000",Sunday,March,TRUE,"KES 44,000",,,,
7/11/2023,XRAY_2046,X-Ray Machine,Radiology,13,5,0.38,29,2000,1500,"KES 58,000",Tuesday,July,FALSE,"KES 56,500",,,,
2/14/2023,US_2047,Ultrasound,Radiology,11,9.6,0.87,40,3000,1000,"KES 120,000",Tuesday,February,FALSE,"KES 119,000",,,,
8/6/2023,XRAY_2048,X-Ray Machine,Radiology,19,16.3,0.86,28,2000,1500,"KES 56,000",Sunday,August,TRUE,"KES 54,500",,,,
2/24/2023,CT_2049,CT Scanner,Radiology,18,16,0.89,15,10000,3000,"KES 150,000",Friday,February,FALSE,"KES 147,000",,,,
3/5/2023,MRI_2050,MRI Scanner,Radiology,15,3.4,0.23,1,30000,5000,"KES 30,000",Sunday,March,TRUE,"KES 25,000",,,,
8/3/2023,MAMMO_2051,Mammography Unit,Women's Health,10,7.9,0.79,18,5000,1000,"KES 90,000",Thursday,August,FALSE,"KES 89,000",,,,
12/11/2023,XRAY_2052,X-Ray Machine,Radiology,8,5.9,0.74,10,2000,1500,"KES 20,000",Monday,December,FALSE,"KES 18,500",,,,
5/1/2023,CT_2053,CT Scanner,Radiology,10,6.7,0.67,19,10000,3000,"KES 190,000",Monday,May,FALSE,"KES 187,000",,,,
4/1/2023,US_2054,Ultrasound,Radiology,11,9.7,0.88,17,3000,1000,"KES 51,000",Saturday,April,TRUE,"KES 50,000",,,,
10/17/2023,MRI_2055,MRI Scanner,Radiology,14,1.1,0.08,5,30000,5000,"KES 150,000",Tuesday,October,FALSE,"KES 145,000",,,,
7/2/2023,CT_2056,CT Scanner,Radiology,20,13.1,0.66,7,10000,3000,"KES 70,000",Sunday,July,TRUE,"KES 67,000",,,,
3/22/2023,US_2057,Ultrasound,Radiology,9,6.3,0.7,37,3000,1000,"KES 111,000",Wednesday,March,FALSE,"KES 110,000",,,,
3/24/2023,MRI_2058,MRI Scanner,Radiology,16,3.7,0.23,3,30000,5000,"KES 90,000",Friday,March,FALSE,"KES 85,000",,,,
12/9/2023,MAMMO_2059,Mammography Unit,Women's Health,11,9.9,0.9,11,5000,1000,"KES 55,000",Saturday,December,TRUE,"KES 54,000",,,,
11/27/2023,US_2060,Ultrasound,Radiology,8,7.5,0.94,35,3000,1000,"KES 105,000",Monday,November,FALSE,"KES 104,000",,,,
8/22/2023,US_2061,Ultrasound,Radiology,10,7,0.7,16,3000,1000,"KES 48,000",Tuesday,August,FALSE,"KES 47,000",,,,
11/18/2023,MAMMO_2062,Mammography Unit,Women's Health,17,8.7,0.51,6,5000,1000,"KES 30,000",Saturday,November,TRUE,"KES 29,000",,,,
4/26/2023,MRI_2063,MRI Scanner,Radiology,12,4,0.33,3,30000,5000,"KES 90,000",Wednesday,April,FALSE,"KES 85,000",,,,
1/24/2023,XRAY_2064,X-Ray Machine,Radiology,14,11.4,0.81,11,2000,1500,"KES 22,000",Tuesday,January,FALSE,"KES 20,500",,,,
1/16/2023,US_2065,Ultrasound,Radiology,8,6.3,0.79,29,3000,1000,"KES 87,000",Monday,January,FALSE,"KES 86,000",,,,
2/28/2023,US_2066,Ultrasound,Radiology,10,6.9,0.69,33,3000,1000,"KES 99,000",Tuesday,February,FALSE,"KES 98,000",,,,
12/24/2023,MAMMO_2067,Mammography Unit,Women's Health,15,12.1,0.81,16,5000,1000,"KES 80,000",Sunday,December,TRUE,"KES 79,000",,,,
7/18/2023,XRAY_2068,X-Ray Machine,Radiology,9,6.7,0.74,26,2000,1500,"KES 52,000",Tuesday,July,FALSE,"KES 50,500",,,,
