Date,Equipment_ID,Equipment_Type,Department,Available_Hours,Actual_Operating_Hours,Utilization_Rate,Number_of_Procedures,Daily_Operating_Cost,Maintenance_Cost,Procedure_Revenue,Day_of_Week,Month,Is_Weekend,Mode_of_Payment
2023-03-04,XRAY_1588,X-Ray Machine,Radiology,19,11.7,0.62,17,7079.16,0,3547.79,Saturday,March,True,insurance
2023-07-17,MRI_1589,MRI Scanner,Radiology,9,3.4,0.38,3,4992.14,0,42851.21,Monday,July,False,insurance
2023-02-09,MAMMO_1590,Mammography Unit,Women's Health,20,18.5,0.93,27,5148.44,0,8138.83,Thursday,February,False,insurance
2023-06-16,US_1591,Ultrasound,Radiology,11,7.9,0.72,15,2284.55,0,9180.78,Friday,June,False,insurance
2023-10-08,MRI_1592,MRI Scanner,Radiology,11,2.7,0.25,5,3161.22,0,46328.04,Sunday,October,True,insurance
2023-10-30,CT_1593,CT Scanner,Radiology,11,4.7,0.43,15,4003.63,0,2958.25,Monday,October,False,cash
2023-07-07,US_1594,Ultrasound,Radiology,12,9.8,0.82,27,2926.64,0,43215.98,Friday,July,False,insurance
2023-11-16,MRI_1595,MRI Scanner,Radiology,11,3.3,0.3,1,678.44,0,22378.7,Thursday,November,False,insurance
2023-05-02,CT_1596,CT Scanner,Radiology,9,8.7,0.97,19,2063.9,0,5603.57,Tuesday,May,False,insurance
2023-12-25,CT_1597,CT Scanner,Radiology,13,11.9,0.92,10,1122.45,0,9728.33,Monday,December,False,insurance
2023-10-01,MRI_1598,MRI Scanner,Radiology,10,1.6,0.16,4,6103.67,0,4237.93,Sunday,October,True,insurance
2023-12-30,MRI_1599,MRI Scanner,Radiology,16,1.9,0.12,1,4094.54,0,13860.95,Saturday,December,True,cash
2023-09-12,XRAY_1600,X-Ray Machine,Radiology,17,7.9,0.46,27,1614.37,0,9532.67,Tuesday,September,False,cash
2023-02-04,MRI_1601,MRI Scanner,Radiology,10,1.8,0.18,5,2144.04,0,14925.93,Saturday,February,True,insurance
2023-11-18,US_1602,Ultrasound,Radiology,12,7.4,0.62,18,2163.52,0,3967.45,Saturday,November,True,insurance
2023-05-27,MRI_1603,MRI Scanner,Radiology,8,0.6,0.07,1,5356.8,0,47722.99,Saturday,May,True,insurance
2023-04-12,MAMMO_1604,Mammography Unit,Women's Health,15,10.0,0.67,11,2590.75,0,5031.16,Wednesday,April,False,insurance
2023-09-09,XRAY_1605,X-Ray Machine,Radiology,9,4.5,0.5,15,1569.63,0,30120.14,Saturday,September,True,cash
2023-08-09,CT_1606,CT Scanner,Radiology,17,4.0,0.24,28,5928.77,0,10381.95,Wednesday,August,False,insurance
2023-06-19,XRAY_1607,X-Ray Machine,Radiology,15,4.5,0.3,13,3901.15,0,1901.89,Monday,June,False,cash
2023-04-18,MRI_1608,MRI Scanner,Radiology,11,2.3,0.21,3,3985.4,0,48710.42,Tuesday,April,False,cash
2023-08-16,MRI_1609,MRI Scanner,Radiology,9,1.9,0.21,1,5851.27,0,5235.87,Wednesday,August,False,insurance
2023-11-04,MAMMO_1610,Mammography Unit,Women's Health,19,15.8,0.83,23,1175.34,0,28908.75,Saturday,November,True,insurance
2023-06-01,CT_1611,CT Scanner,Radiology,13,11.8,0.91,11,4384.09,0,36140.46,Thursday,June,False,cash
2023-03-06,MAMMO_1612,Mammography Unit,Women's Health,10,9.5,0.95,15,7357.81,0,12394.15,Monday,March,False,cash
2023-01-23,XRAY_1613,X-Ray Machine,Radiology,11,7.8,0.71,22,5361.75,0,19108.34,Monday,January,False,cash
2023-05-27,US_1614,Ultrasound,Radiology,12,9.1,0.76,24,5660.8,0,40727.35,Saturday,May,True,cash
2023-01-08,MRI_1615,MRI Scanner,Radiology,8,0.9,0.11,1,2617.58,0,30601.33,Sunday,January,True,cash
2023-06-20,MRI_1616,MRI Scanner,Radiology,16,1.9,0.12,2,5107.61,0,16018.02,Tuesday,June,False,insurance
2023-05-23,MAMMO_1617,Mammography Unit,Women's Health,12,3.2,0.27,26,2268.72,0,39752.77,Tuesday,May,False,cash
2023-04-14,MRI_1618,MRI Scanner,Radiology,16,3.4,0.21,1,4276.7,0,36636.24,Friday,April,False,insurance
2023-10-05,CT_1619,CT Scanner,Radiology,11,7.7,0.7,23,3234.17,0,42212.56,Thursday,October,False,insurance
2023-01-19,US_1620,Ultrasound,Radiology,12,11.6,0.97,39,4261.35,0,23623.44,Thursday,January,False,insurance
2023-01-20,US_1621,Ultrasound,Radiology,12,8.9,0.74,21,2544.97,0,45322.65,Friday,January,False,insurance
2023-02-18,MAMMO_1622,Mammography Unit,Women's Health,18,8.5,0.47,13,1447.58,0,27000.56,Saturday,February,True,cash
2023-02-19,CT_1623,CT Scanner,Radiology,8,3.8,0.47,8,4548.29,0,16721.81,Sunday,February,True,insurance
2023-08-03,CT_1624,CT Scanner,Radiology,12,9.4,0.78,21,810.36,0,47571.57,Thursday,August,False,insurance
2023-07-04,US_1625,Ultrasound,Radiology,8,7.5,0.94,17,7476.57,0,17960.93,Tuesday,July,False,cash
2023-05-27,CT_1626,CT Scanner,Radiology,20,13.7,0.68,26,833.76,0,8540.24,Saturday,May,True,insurance
2023-01-05,MAMMO_1627,Mammography Unit,Women's Health,18,9.4,0.52,16,907.25,0,18706.56,Thursday,January,False,insurance
2023-12-24,XRAY_1628,X-Ray Machine,Radiology,13,13.0,1.0,27,5017.79,0,48088.6,Sunday,December,True,insurance
2023-04-28,MRI_1629,MRI Scanner,Radiology,11,1.7,0.15,3,5465.84,0,32839.73,Friday,April,False,insurance
2023-09-10,MRI_1630,MRI Scanner,Radiology,10,2.1,0.21,2,1641.27,0,35259.33,Sunday,September,True,insurance
2023-09-14,MAMMO_1631,Mammography Unit,Women's Health,17,16.0,0.94,30,2710.59,0,23385.2,Thursday,September,False,insurance
2023-07-03,CT_1632,CT Scanner,Radiology,17,8.4,0.49,8,5161.78,0,45335.8,Monday,July,False,insurance
2023-09-15,XRAY_1633,X-Ray Machine,Radiology,19,14.0,0.74,11,2994.2,0,23287.51,Friday,September,False,cash
2023-04-04,US_1634,Ultrasound,Radiology,11,6.3,0.57,18,4350.54,0,46483.95,Tuesday,April,False,insurance
2023-11-23,MAMMO_1635,Mammography Unit,Women's Health,10,5.2,0.52,27,1056.22,0,13765.63,Thursday,November,False,insurance
2023-03-14,US_1636,Ultrasound,Radiology,9,8.3,0.92,29,3849.41,0,29528.92,Tuesday,March,False,insurance
2023-06-25,MRI_1637,MRI Scanner,Radiology,12,3.1,0.26,3,7404.29,0,10941.71,Sunday,June,True,insurance
2023-09-03,US_1638,Ultrasound,Radiology,11,6.7,0.61,24,1863.75,0,42712.24,Sunday,September,True,cash
2023-10-12,XRAY_1639,X-Ray Machine,Radiology,12,3.3,0.27,22,2611.25,0,48647.7,Thursday,October,False,insurance
2023-02-26,CT_1640,CT Scanner,Radiology,12,3.5,0.29,6,1316.45,0,31406.52,Sunday,February,True,insurance
2023-12-30,US_1641,Ultrasound,Radiology,8,6.2,0.78,20,6572.87,0,36905.66,Saturday,December,True,insurance
2023-03-08,MAMMO_1642,Mammography Unit,Women's Health,10,7.8,0.78,12,1860.32,0,33419.32,Wednesday,March,False,insurance
2023-07-08,MRI_1643,MRI Scanner,Radiology,8,2.1,0.26,1,4674.06,0,48062.57,Saturday,July,True,cash
2023-03-24,XRAY_1644,X-Ray Machine,Radiology,19,3.6,0.19,27,5401.75,0,27525.84,Friday,March,False,insurance
2023-10-26,XRAY_1645,X-Ray Machine,Radiology,15,13.7,0.91,10,4225.82,0,24851.75,Thursday,October,False,cash
2023-12-24,CT_1646,CT Scanner,Radiology,8,5.7,0.71,11,755.52,0,30038.34,Sunday,December,True,cash
2023-12-25,XRAY_1647,X-Ray Machine,Radiology,18,4.8,0.27,15,2945.28,0,43592.85,Monday,December,False,insurance
2023-06-25,XRAY_1648,X-Ray Machine,Radiology,13,12.7,0.98,12,6832.37,0,23157.85,Sunday,June,True,cash
2023-10-05,MAMMO_1649,Mammography Unit,Women's Health,14,10.5,0.75,15,6905.2,0,35914.35,Thursday,October,False,insurance
2023-08-29,MAMMO_1650,Mammography Unit,Women's Health,14,7.6,0.54,8,7038.56,0,25883.04,Tuesday,August,False,insurance
2023-02-04,XRAY_1651,X-Ray Machine,Radiology,8,3.5,0.44,24,1640.3,0,45235.61,Saturday,February,True,insurance
2023-07-24,MAMMO_1652,Mammography Unit,Women's Health,19,12.0,0.63,13,1356.23,0,36045.29,Monday,July,False,cash
2023-08-28,MRI_1653,MRI Scanner,Radiology,12,0.8,0.07,2,6282.93,0,17232.18,Monday,August,False,insurance
2023-04-22,MAMMO_1654,Mammography Unit,Women's Health,16,14.3,0.89,20,6343.58,0,1731.78,Saturday,April,True,cash
2023-02-14,MRI_1655,MRI Scanner,Radiology,12,2.7,0.23,4,3609.24,0,39481.18,Tuesday,February,False,cash
2023-01-10,US_1656,Ultrasound,Radiology,11,8.2,0.75,32,4543.77,0,30456.27,Tuesday,January,False,cash
2023-09-17,MAMMO_1657,Mammography Unit,Women's Health,17,8.4,0.49,10,2335.73,0,1287.27,Sunday,September,True,insurance
2023-09-17,US_1658,Ultrasound,Radiology,9,6.6,0.73,34,6805.19,0,6356.17,Sunday,September,True,insurance
2023-01-19,XRAY_1659,X-Ray Machine,Radiology,16,13.5,0.84,6,2915.77,0,8010.41,Thursday,January,False,cash
2023-07-15,MRI_1660,MRI Scanner,Radiology,14,1.2,0.09,4,7000.28,0,48029.5,Saturday,July,True,cash
2023-05-28,MRI_1661,MRI Scanner,Radiology,10,0.8,0.08,5,6461.43,0,38799.1,Sunday,May,True,insurance
2023-04-14,MRI_1662,MRI Scanner,Radiology,8,1.4,0.17,1,6447.41,0,16081.99,Friday,April,False,insurance
2023-08-21,MRI_1663,MRI Scanner,Radiology,14,0.8,0.06,5,4877.99,0,21895.64,Monday,August,False,cash
2023-04-17,MAMMO_1664,Mammography Unit,Women's Health,20,14.6,0.73,20,3449.51,0,38871.64,Monday,April,False,insurance
2023-06-09,US_1665,Ultrasound,Radiology,10,7.1,0.71,32,5918.4,0,24886.26,Friday,June,False,cash
2023-05-12,US_1666,Ultrasound,Radiology,11,10.9,0.99,19,7130.99,0,10745.6,Friday,May,False,cash
2023-04-15,MAMMO_1667,Mammography Unit,Women's Health,9,8.0,0.89,12,5429.29,0,23608.33,Saturday,April,True,insurance
2023-04-11,US_1668,Ultrasound,Radiology,11,7.5,0.68,38,1223.61,0,34375.7,Tuesday,April,False,insurance
2023-02-01,MAMMO_1669,Mammography Unit,Women's Health,18,11.9,0.66,18,4382.76,0,5066.1,Wednesday,February,False,insurance
2023-11-16,US_1670,Ultrasound,Radiology,9,6.7,0.74,31,4791.63,0,39682.91,Thursday,November,False,insurance
2023-11-28,CT_1671,CT Scanner,Radiology,14,5.5,0.39,6,3031.6,0,12776.7,Tuesday,November,False,insurance
2023-06-21,XRAY_1672,X-Ray Machine,Radiology,16,9.7,0.61,22,1559.91,0,47098.8,Wednesday,June,False,cash
2023-10-20,US_1673,Ultrasound,Radiology,12,6.9,0.58,24,2656.41,0,44738.32,Friday,October,False,insurance
2023-12-04,MRI_1674,MRI Scanner,Radiology,8,0.5,0.06,4,7057.31,0,32802.92,Monday,December,False,cash
2023-02-06,US_1675,Ultrasound,Radiology,12,10.0,0.83,28,6430.92,0,43188.39,Monday,February,False,insurance
2023-10-25,US_1676,Ultrasound,Radiology,9,6.2,0.69,17,2053.7,0,8104.56,Wednesday,October,False,cash
2023-05-03,MRI_1677,MRI Scanner,Radiology,13,1.6,0.12,1,6649.81,0,3828.28,Wednesday,May,False,cash
2023-02-05,XRAY_1678,X-Ray Machine,Radiology,13,11.6,0.89,28,6535.79,0,3617.38,Sunday,February,True,insurance
2023-07-01,CT_1679,CT Scanner,Radiology,14,5.0,0.36,17,7346.06,0,48099.42,Saturday,July,True,insurance
2023-09-02,MAMMO_1680,Mammography Unit,Women's Health,18,11.8,0.66,27,922.64,0,11761.81,Saturday,September,True,insurance
2023-03-22,CT_1681,CT Scanner,Radiology,18,17.2,0.96,24,5671.46,0,3232.33,Wednesday,March,False,insurance
2023-07-05,MAMMO_1682,Mammography Unit,Women's Health,19,14.2,0.75,19,1206.48,0,13140.36,Wednesday,July,False,insurance
2023-12-05,US_1683,Ultrasound,Radiology,9,6.4,0.71,19,4870.54,0,41890.69,Tuesday,December,False,insurance
2023-05-02,US_1684,Ultrasound,Radiology,9,9.0,1.0,40,4041.54,0,41446.91,Tuesday,May,False,cash
2023-05-30,US_1685,Ultrasound,Radiology,10,9.6,0.96,23,2563.43,0,14789.06,Tuesday,May,False,insurance
2023-09-12,CT_1686,CT Scanner,Radiology,14,10.4,0.74,26,5355.36,0,15152.75,Tuesday,September,False,cash
2023-12-19,US_1687,Ultrasound,Radiology,9,8.7,0.97,24,7061.28,0,8712.31,Tuesday,December,False,cash
2023-07-11,MAMMO_1688,Mammography Unit,Women's Health,11,6.7,0.61,24,695.82,0,33405.48,Tuesday,July,False,insurance
2023-06-02,US_1689,Ultrasound,Radiology,11,6.1,0.55,32,505.11,0,5735.16,Friday,June,False,cash
2023-03-02,CT_1690,CT Scanner,Radiology,19,7.3,0.38,6,2682.4,0,14762.43,Thursday,March,False,insurance
2023-09-24,XRAY_1691,X-Ray Machine,Radiology,8,7.9,0.99,17,4166.15,0,22682.62,Sunday,September,True,insurance
2023-09-20,CT_1692,CT Scanner,Radiology,19,13.3,0.7,10,3292.54,0,29016.12,Wednesday,September,False,insurance
2023-08-30,MRI_1693,MRI Scanner,Radiology,13,1.0,0.08,1,2825.08,0,16506.77,Wednesday,August,False,insurance
2023-01-27,MRI_1694,MRI Scanner,Radiology,15,2.0,0.13,1,6800.37,0,43557.77,Friday,January,False,cash
2023-11-20,US_1695,Ultrasound,Radiology,11,8.6,0.78,16,6084.84,0,45636.05,Monday,November,False,insurance
2023-12-21,MAMMO_1696,Mammography Unit,Women's Health,13,10.7,0.82,6,2991.88,0,44495.54,Thursday,December,False,insurance
2023-09-06,XRAY_1697,X-Ray Machine,Radiology,8,3.3,0.41,8,2299.34,0,43439.93,Wednesday,September,False,insurance
2023-10-10,XRAY_1698,X-Ray Machine,Radiology,14,8.3,0.59,6,5099.15,0,35434.65,Tuesday,October,False,insurance
2023-08-03,MAMMO_1699,Mammography Unit,Women's Health,8,7.0,0.88,10,2545.24,0,26184.89,Thursday,August,False,insurance
2023-03-27,MAMMO_1700,Mammography Unit,Women's Health,11,4.0,0.36,26,647.75,0,49984.0,Monday,March,False,cash
2023-06-10,US_1701,Ultrasound,Radiology,11,8.1,0.74,34,2091.53,0,31593.22,Saturday,June,True,insurance
2023-08-12,MRI_1702,MRI Scanner,Radiology,11,3.2,0.29,3,952.4,0,37789.9,Saturday,August,True,cash
2023-01-21,US_1703,Ultrasound,Radiology,10,6.7,0.67,20,1888.55,0,29358.89,Saturday,January,True,insurance
2023-02-10,US_1704,Ultrasound,Radiology,12,6.5,0.54,21,1691.09,0,46044.58,Friday,February,False,insurance
2023-03-10,MAMMO_1705,Mammography Unit,Women's Health,20,7.0,0.35,15,1602.76,0,32858.84,Friday,March,False,insurance
2023-07-02,XRAY_1706,X-Ray Machine,Radiology,11,6.5,0.59,21,1144.98,0,32747.79,Sunday,July,True,insurance
2023-09-06,US_1707,Ultrasound,Radiology,11,7.9,0.72,27,3294.23,0,26460.39,Wednesday,September,False,insurance
2023-11-08,CT_1708,CT Scanner,Radiology,9,3.7,0.41,21,5749.32,0,14546.2,Wednesday,November,False,insurance
2023-01-08,US_1709,Ultrasound,Radiology,8,6.6,0.82,39,2589.92,0,28425.44,Sunday,January,True,insurance
2023-10-27,CT_1710,CT Scanner,Radiology,10,6.9,0.69,30,3802.16,0,46618.91,Friday,October,False,cash
2023-06-10,MRI_1711,MRI Scanner,Radiology,16,3.7,0.23,5,1357.77,0,36369.86,Saturday,June,True,insurance
2023-02-02,US_1712,Ultrasound,Radiology,9,8.7,0.97,22,4827.78,0,39108.85,Thursday,February,False,insurance
2023-05-07,US_1713,Ultrasound,Radiology,8,7.9,0.99,18,3379.4,0,6929.87,Sunday,May,True,cash
2023-11-30,CT_1714,CT Scanner,Radiology,17,4.5,0.26,24,6166.0,0,46409.73,Thursday,November,False,insurance
2023-06-28,MRI_1715,MRI Scanner,Radiology,9,0.5,0.06,1,7022.93,0,3157.72,Wednesday,June,False,insurance
2023-10-09,US_1716,Ultrasound,Radiology,12,10.3,0.86,22,2445.13,0,3607.89,Monday,October,False,insurance
2023-07-20,US_1717,Ultrasound,Radiology,12,10.6,0.88,26,1031.13,0,5022.86,Thursday,July,False,insurance
2023-10-10,MAMMO_1718,Mammography Unit,Women's Health,12,11.2,0.93,17,7090.46,0,32384.23,Tuesday,October,False,cash
2023-02-17,XRAY_1719,X-Ray Machine,Radiology,13,6.4,0.49,10,5631.57,0,22812.73,Friday,February,False,insurance
2023-08-15,CT_1720,CT Scanner,Radiology,11,9.9,0.9,28,1989.16,0,46968.03,Tuesday,August,False,insurance
2023-08-04,MAMMO_1721,Mammography Unit,Women's Health,9,6.5,0.72,14,2425.23,0,17202.83,Friday,August,False,insurance
2023-09-30,CT_1722,CT Scanner,Radiology,17,9.8,0.58,27,4683.58,0,48807.75,Saturday,September,True,insurance
2023-08-21,MRI_1723,MRI Scanner,Radiology,13,1.7,0.13,1,5229.79,0,25893.68,Monday,August,False,insurance
2023-03-16,MRI_1724,MRI Scanner,Radiology,14,3.8,0.27,3,7380.66,0,7395.61,Thursday,March,False,insurance
2023-07-31,CT_1725,CT Scanner,Radiology,12,9.2,0.77,22,2771.32,0,25465.83,Monday,July,False,insurance
2023-10-10,XRAY_1726,X-Ray Machine,Radiology,12,6.1,0.51,15,1619.61,0,15372.93,Tuesday,October,False,insurance
2023-10-17,XRAY_1727,X-Ray Machine,Radiology,13,11.1,0.85,21,6309.58,0,2118.85,Tuesday,October,False,insurance
2023-02-28,MAMMO_1728,Mammography Unit,Women's Health,11,7.8,0.71,23,1877.09,0,36002.51,Tuesday,February,False,cash
2023-08-04,MAMMO_1729,Mammography Unit,Women's Health,12,10.7,0.89,23,7201.2,0,34625.03,Friday,August,False,insurance
2023-10-23,MAMMO_1730,Mammography Unit,Women's Health,8,4.1,0.51,26,4818.95,0,41554.89,Monday,October,False,insurance
2023-06-15,XRAY_1731,X-Ray Machine,Radiology,20,12.7,0.64,8,6939.12,0,22482.6,Thursday,June,False,insurance
2023-07-29,MAMMO_1732,Mammography Unit,Women's Health,8,3.2,0.4,15,7318.54,0,42783.86,Saturday,July,True,insurance
2023-08-16,CT_1733,CT Scanner,Radiology,17,15.5,0.91,16,6416.92,0,25316.55,Wednesday,August,False,insurance
2023-11-27,US_1734,Ultrasound,Radiology,10,8.6,0.86,28,7497.08,0,8342.81,Monday,November,False,insurance
2023-08-06,MRI_1735,MRI Scanner,Radiology,11,2.0,0.18,4,2664.75,0,33086.61,Sunday,August,True,cash
2023-03-09,US_1736,Ultrasound,Radiology,10,8.7,0.87,23,1557.86,0,5766.5,Thursday,March,False,insurance
2023-01-27,CT_1737,CT Scanner,Radiology,12,8.5,0.71,24,7207.66,0,3453.64,Friday,January,False,insurance
2023-04-12,MAMMO_1738,Mammography Unit,Women's Health,17,15.3,0.9,8,3109.47,0,21963.97,Wednesday,April,False,insurance
2023-07-24,XRAY_1739,X-Ray Machine,Radiology,9,6.7,0.74,10,4860.72,0,39766.05,Monday,July,False,insurance
2023-06-18,US_1740,Ultrasound,Radiology,11,7.8,0.71,20,4709.3,0,11217.68,Sunday,June,True,insurance
2023-01-02,XRAY_1741,X-Ray Machine,Radiology,8,7.3,0.91,23,1338.89,0,28863.38,Monday,January,False,insurance
2023-04-21,XRAY_1742,X-Ray Machine,Radiology,15,4.1,0.27,7,2495.08,0,32164.54,Friday,April,False,cash
2023-04-06,XRAY_1743,X-Ray Machine,Radiology,10,8.0,0.8,7,6685.19,0,21159.71,Thursday,April,False,insurance
2023-11-18,CT_1744,CT Scanner,Radiology,15,4.9,0.33,12,6455.92,0,17159.49,Saturday,November,True,insurance
2023-04-12,MAMMO_1745,Mammography Unit,Women's Health,19,16.4,0.86,22,1098.61,0,41732.1,Wednesday,April,False,insurance
2023-05-12,MRI_1746,MRI Scanner,Radiology,8,2.9,0.36,3,4308.5,0,24706.05,Friday,May,False,cash
2023-04-04,MRI_1747,MRI Scanner,Radiology,13,3.1,0.24,1,7153.55,0,42270.36,Tuesday,April,False,insurance
2023-07-26,MRI_1748,MRI Scanner,Radiology,16,1.5,0.09,1,1644.32,0,11448.89,Wednesday,July,False,insurance
2023-07-21,MRI_1749,MRI Scanner,Radiology,15,1.0,0.07,1,2797.63,0,14879.16,Friday,July,False,insurance
2023-12-15,CT_1750,CT Scanner,Radiology,9,4.7,0.52,15,1521.71,0,25118.88,Friday,December,False,insurance
2023-03-20,MAMMO_1751,Mammography Unit,Women's Health,8,3.8,0.47,12,5016.58,0,13603.9,Monday,March,False,cash
2023-05-23,CT_1752,CT Scanner,Radiology,10,3.1,0.31,7,2141.94,0,44064.9,Tuesday,May,False,insurance
2023-03-11,XRAY_1753,X-Ray Machine,Radiology,12,8.2,0.68,8,6320.22,0,36158.0,Saturday,March,True,insurance
2023-09-19,MRI_1754,MRI Scanner,Radiology,12,3.7,0.31,4,1500.64,0,11456.94,Tuesday,September,False,insurance
2023-02-24,MRI_1755,MRI Scanner,Radiology,13,1.3,0.1,4,3835.72,0,18140.58,Friday,February,False,insurance
2023-05-14,MRI_1756,MRI Scanner,Radiology,13,3.7,0.28,1,6255.92,0,42483.54,Sunday,May,True,insurance
2023-09-03,MAMMO_1757,Mammography Unit,Women's Health,12,8.4,0.7,11,7188.56,0,8766.28,Sunday,September,True,cash
2023-05-28,MAMMO_1758,Mammography Unit,Women's Health,9,5.3,0.59,27,6324.54,0,47833.22,Sunday,May,True,insurance
2023-07-04,XRAY_1759,X-Ray Machine,Radiology,11,9.8,0.89,17,6520.51,0,27675.15,Tuesday,July,False,insurance
2023-05-02,MRI_1760,MRI Scanner,Radiology,11,2.7,0.25,4,1383.16,0,41706.02,Tuesday,May,False,insurance
2023-04-08,MAMMO_1761,Mammography Unit,Women's Health,10,6.6,0.66,13,4783.72,0,28548.62,Saturday,April,True,insurance
2023-08-13,CT_1762,CT Scanner,Radiology,8,4.6,0.57,14,6942.1,0,40774.24,Sunday,August,True,insurance
2023-11-09,CT_1763,CT Scanner,Radiology,15,6.4,0.43,26,5969.97,0,40144.21,Thursday,November,False,insurance
2023-06-05,US_1764,Ultrasound,Radiology,12,10.7,0.89,35,6247.0,0,40360.39,Monday,June,False,insurance
2023-01-04,MAMMO_1765,Mammography Unit,Women's Health,20,5.7,0.29,28,1302.11,0,21453.53,Wednesday,January,False,insurance
2023-02-07,CT_1766,CT Scanner,Radiology,19,15.5,0.82,20,2262.98,0,48804.77,Tuesday,February,False,insurance
2023-06-27,CT_1767,CT Scanner,Radiology,11,5.8,0.53,22,3203.1,0,19677.1,Tuesday,June,False,cash
2023-07-21,US_1768,Ultrasound,Radiology,12,7.1,0.59,19,1464.9,0,6612.88,Friday,July,False,cash
2023-04-04,MAMMO_1769,Mammography Unit,Women's Health,10,4.3,0.43,9,6911.82,0,15670.57,Tuesday,April,False,cash
2023-03-13,MRI_1770,MRI Scanner,Radiology,16,1.0,0.06,3,3034.8,0,22346.83,Monday,March,False,insurance
2023-10-12,XRAY_1771,X-Ray Machine,Radiology,20,11.6,0.58,19,3718.0,0,6807.38,Thursday,October,False,insurance
2023-10-31,MRI_1772,MRI Scanner,Radiology,8,1.4,0.17,4,7047.63,0,5425.7,Tuesday,October,False,insurance
2023-09-23,CT_1773,CT Scanner,Radiology,17,9.6,0.56,16,4105.77,0,37885.13,Saturday,September,True,insurance
2023-06-06,XRAY_1774,X-Ray Machine,Radiology,12,10.6,0.88,8,2799.18,0,16794.08,Tuesday,June,False,insurance
2023-04-13,MAMMO_1775,Mammography Unit,Women's Health,15,6.3,0.42,26,4398.3,0,24935.8,Thursday,April,False,insurance
2023-04-04,MRI_1776,MRI Scanner,Radiology,14,3.6,0.26,2,5106.02,0,2373.13,Tuesday,April,False,insurance
2023-10-25,CT_1777,CT Scanner,Radiology,15,14.5,0.97,17,3245.42,0,9086.74,Wednesday,October,False,insurance
2023-06-24,XRAY_1778,X-Ray Machine,Radiology,9,6.3,0.7,25,6641.02,0,25342.22,Saturday,June,True,cash
2023-05-14,US_1779,Ultrasound,Radiology,8,7.5,0.94,27,2916.02,0,45825.12,Sunday,May,True,insurance
2023-01-14,MRI_1780,MRI Scanner,Radiology,11,2.0,0.18,5,6704.94,0,14902.9,Saturday,January,True,insurance
2023-02-12,MAMMO_1781,Mammography Unit,Women's Health,18,7.2,0.4,24,1651.6,0,7337.83,Sunday,February,True,insurance
2023-11-05,XRAY_1782,X-Ray Machine,Radiology,19,3.4,0.18,24,726.56,0,47662.24,Sunday,November,True,insurance
2023-02-08,US_1783,Ultrasound,Radiology,11,11.0,1.0,27,1653.93,0,46189.14,Wednesday,February,False,cash
2023-02-09,XRAY_1784,X-Ray Machine,Radiology,11,10.7,0.97,26,6543.08,0,2536.57,Thursday,February,False,insurance
2023-01-06,US_1785,Ultrasound,Radiology,11,10.7,0.97,40,6476.35,0,20827.16,Friday,January,False,insurance
2023-05-23,XRAY_1786,X-Ray Machine,Radiology,15,7.5,0.5,11,5180.18,0,29617.72,Tuesday,May,False,insurance
2023-04-30,CT_1787,CT Scanner,Radiology,16,13.6,0.85,9,2721.06,0,13493.34,Sunday,April,True,insurance
